西西里的美丽传说,Malèna,2000/10/27,8.8,第73届奥斯卡金像奖-最佳摄影(提名)/第51届柏林国际电影节-金熊奖 最佳影片(提名)/第54届英国电影学院奖-电影奖 最佳非英语片(提名), 意大利 / 美国,剧情/情色/战争,朱塞佩·托纳多雷,莫妮卡·贝鲁奇/朱塞佩·苏尔法罗/Luciano Federico/Matilde Piana, 意大利语 / 英语 / 拉丁语 / 古希腊语,当我还只是十三岁时，1941年春末的那一天，我初次见到了她那一天，墨索里尼向英法宣战，而我，得到了生命里的第一辆脚踏车。她，撩著波浪状黑亮的秀发，穿著最时髦的短裙和丝袜，踏著充满情欲诱惑的高跟鞋，来到了西西里岛上宁静的阳光小镇。她的一举一动都引人瞩目、勾人遐想，她的一颦一笑都教男人心醉、女人羡妒。玛莲娜，像个女神一般，征服了这个海滨的天堂乐园。年仅十三岁的雷纳多也不由自主地掉进了玛莲娜所掀起的漩涡之中，他不仅跟著其他年纪较大的青少年们一起骑著单车，穿梭在小镇的各个角落，搜寻著玛莲娜的诱人丰姿与万种风情，还悄悄地成为她不知情的小跟班，如影随形地跟监、窥视她的生活。她摇曳的倩影、她聆听的音乐、她贴身的衣物都成为这个被荷尔蒙淹没的少年，最真实、最美好的情欲幻想。然而，透过雷纳多的眼，我们也看到了玛莲娜掉进了越来越黑暗的处境之中，她变成了寡妇，而在镇民...(展开全部),原来男孩子青春期是这个样子地，原来女人美丽起来是这个样子地，原来登徒子的沉默和中年妇女的疯狂是这个样子地……/有人问我是讲什么的：一个青少年的性幻想和女人美到一个程度就会很悲惨（大概）。/即使美丽也不能太招摇，招摇总会惹来悲惨的下场。男人在小的时候都喜欢成熟的女人吗？那为什么长大了却又喜欢小姑娘？......,,
低俗小说,Pulp Fiction,1994/5/12,8.8,第67届奥斯卡金像奖-最佳影片(提名)/第47届戛纳电影节-主竞赛单元 金棕榈奖/第48届英国电影学院奖-电影奖 最佳影片(提名), 美国,剧情/喜剧/犯罪,昆汀·塔伦蒂诺,约翰·特拉沃尔塔/乌玛·瑟曼/阿曼达·普拉莫/蒂姆·罗斯, 英语 / 西班牙语 / 法语,《低俗小说》由“文森特和马沙的妻子”、“金表”、“邦妮的处境”三个故事以及影片首尾的序幕和尾声五个部分组成。看似独立的小故事里面，却又有环环相扣的人和事。盗贼“小南瓜”和“小兔子”在早餐店里打劫，却遇上了天大的麻烦——黑社会成员朱尔斯（塞缪尔·杰克逊SamuelL.Jackson饰）和文森特（约翰·特拉沃尔塔JohnTravolta饰）在店内用餐，可谓天外有天。二人是否会放过两名小盗贼？而文森特是黑社会大哥马沙·华莱士（文·瑞姆斯VingRhames饰）的手下，马沙下命令让他陪妻子一个晚上，明知如有雷池必死无疑，但面对马沙妻子美艳诱惑，文森特该怎么办。文森特的故事还没完，拳击手布奇（布鲁斯·威利斯BruceWillis饰）的出现将令他的人生从此改变。布奇有一块祖传金表，就是因为这块金表，他和马沙分享了一个耻辱的秘密。故事环状结构，回...(展开全部),事实证明，编剧恒大于结构。玩弄技术者必将悲惨淹没于日新月异中，新潮变做作，做作变老土。演员都是熟人，OST很好听。Travolta有点PITT的味道，昆汀大叔妒嫉他，竟把他写死了。讨厌拳击手，暴菊黑屋子太搞了。。MariadeMedeiros甜美性感小魔女——不是LES太可惜！/你的漫漫人生，我有多少戏份/太正点了，那妞。。。,,
荒蛮故事,Relatos salvajes,2014/5/17,8.8,第87届奥斯卡金像奖-最佳外语片(提名)/第67届戛纳电影节-主竞赛单元 金棕榈奖(提名)/第69届英国电影学院奖-电影奖 最佳非英语片, 阿根廷 / 西班牙,剧情/喜剧/犯罪,达米安·斯兹弗隆,达里奥·格兰迪内蒂/玛丽娅·玛努尔/莫妮卡·比利亚/丽塔·科尔泰塞, 西班牙语,《荒蛮故事》是一部黑色喜剧，由6个独立的暴力复仇小故事构成。影片是一次对于人类失控行径的颠覆性创作，从怪异的幽默感，独特的画面和大胆的配乐，到对于身处绝境的普通人这一题材的偏爱，都可以清晰地看到南美鬼才导演达米安·斯兹弗隆与阿莫多瓦在创作方面的相似之处。不过，斯兹弗隆仍然通过这部影片发出了自己独特的声音：一场对于一个腐败成风、经济和社会严重不平等的社会的尖锐抨击。,年度撕逼大戏，颁奖季最好也最好看的外语片之一。丛林心态下，所有的人都是animal，所有的故事都是蛮荒故事。精彩翻转，虽癫狂，细思却并不意外，生活实际的样子，远比这荒谬得多。某种意义上，<消失的爱人>是喜剧，<蛮荒故事>却是悲剧。因为前者是刻意的虚无，后者是真实残酷的白描。/始于荒诞，止于更荒诞。于我们，还是有很多共鸣的/“跟你做的比起来，我那做的都不算什么”魔性十足，荒诞满分。每个人都有过一闪而过的犯罪念头，这部片子把我们没敢做出来的那部分呈现出来，狠狠戳中我们的软肋。这个世界总是如此厌倦又可笑。“没人不希望恶有恶报，但又没人愿意脏了自己的手。”,,
房间,Room,2015/9/4,8.8,第88届奥斯卡金像奖-最佳影片(提名)/第73届金球奖-电影类 最佳剧情片(提名)/第69届英国电影学院奖-电影奖 最佳女主角, 爱尔兰 / 加拿大 / 英国 / 美国,剧情/家庭,伦尼·阿伯拉罕森,布丽·拉尔森/雅各布·特伦布莱/琼·艾伦/肖恩·布里吉格斯, 英语,女孩乔伊（布丽·拉尔森BrieLarson饰）被一个叫“老尼克”的男人拐骗，之后被他囚禁在其房子后院的棚屋里长达七年之久。在此期间她遭到强奸，并生下儿子杰克（雅各布·特伦布莱JacobTremblay饰）。靠着老尼克时不时的物资补给，母子二人艰难度日。尽管如此，母亲还是竭尽所能，为儿子杰克创造了一个安全而开心的成长空间。这个狭小逼仄的房间，成了杰克生活成长的神奇小天地。在杰克度过了他的五岁生日后，母亲决定告诉他真相，在这个小小的房间外面，有着更广阔的世界。他们开始策划逃跑计划，决心要逃出这个囚禁他们的房间……本片根据艾玛·唐纳修的同名小说改编。,“我们不知道自己喜欢什么，所以每样都试试…这世界上有那么多东西，有时候还很恐怖，但是没关系，因为还是你和我在一起…”缩小的房间，变大的世界，2015像《阳光小美女》一样的惊喜黑马之作。结尾和房间再见有强力泪点：“再见盆栽，再见椅子一号和二号，再见桌子，再见衣柜，再见水槽，再见天窗…”/小演员没提名最佳男主角，一定是为了把小金人让给莱奥纳多。/小男孩才是真正的主角，故事站在受害者的视角上，讲心理自救，母亲努力让儿子和同龄的孩子一样，故事选择了一个非常有趣的切入点，环境改变到内心改变，一切都以小男孩的情绪展开，很有难度，所幸小男孩的演技是奥斯卡级别的，剧本是模式化的类型片写法，前一个小时非常完美，拍的工工整整。★★★★,,
聚焦,Spotlight,2015/9/3,8.8,第88届奥斯卡金像奖-最佳影片/第72届威尼斯电影节-酷儿狮奖(提名)/第73届金球奖-电影类 最佳剧情片(提名), 美国,剧情/传记,汤姆·麦卡锡,马克·鲁弗洛/迈克尔·基顿/瑞秋·麦克亚当斯/列维·施瑞博尔, 英语,"“聚焦”是波士顿环球报的一个专栏，罗比·罗宾森（迈克尔·基顿饰）是""聚焦""栏目的编辑，栏目拥有一个独立的调查小组，组员包括萨夏·菲弗（瑞秋·麦克亚当斯饰），迈克尔（马克·鲁弗洛饰），马特·卡罗尔（布莱恩·达西·詹姆斯饰）。当马蒂·巴伦（列维·施瑞博尔饰）接替了环球报的总编辑一职，他开始指派罗宾森和他的团队，紧跟一桩被雪藏已久的案件，一个天主教牧师性骚扰教区里的孩子。虽然最开始他们以为这只是个小任务，但很快他们就发现，其背后还隐藏一系列事件，涉及了上百名受害者，而教会已经私下赔偿了受害者，并派人掩盖了这些罪行。随着调查的越发深入，他们发现这一阴谋的更多证据，不仅仅是神职人员，就在波士顿以外，甚至全世界，都在上演着这种暴行。罗宾森和他的团队遭遇到了当地官员们的掣肘。教会内的，教会外的势力都在向他们施压，想让他们放弃这个案件。",奥斯卡最佳影片你好！（从第一篇的影评开始我就预测它拿奖，非常值得！）/作为一个前记者，看完这种电影真是感慨万千啊……如果不能坚持新闻理想，倒也不必把选择悲情化。做记者本身就要有一点理想主义才行，因为是你主动选择了那个桅杆上的瞭望哨作为岗位。只可惜我们受到的教育和现实完全是拧巴的……电影本身非常棒！尤其是演员的集体表演！/住在波士顿看这片感觉真是……全场白人老头老太最后鼓掌认真得不行。BP强力选手水平,,
地球上的星星,Taare Zameen Par,2007/12/21,8.8,暂无, 印度,剧情/家庭/儿童,阿米尔·汗,达席尔·萨法瑞/阿米尔·汗/塔奈·切赫达/萨谢·英吉尼尔, 印地语 / 英语,对于8岁的男孩伊夏（达席尔·萨法瑞DarsheelSafary饰）来说，世界是充满了惊奇和快乐的万花筒，他正在用一切他能够想到的方式和这个陌生的世界进行着交流，同时也充分的享受着大地万物慷慨的赠与。可是，这样的伊夏却是成年人眼中的问题儿童，他的成绩不好，在班上的排名靠后，脑子里还充满了各种匪夷所思的鬼点子，在又一次闯下大祸后，忍无可忍的父母将他送往了寄宿学校。虽然伊夏的新生活并没有什么改变，但在内心里，和父母分离的生活让他感到闷闷不乐，这时，一位名叫尼克（阿米尔·汗AamirKhan饰）的美术老师走进了他的生活。和以往所见到的固守成规的老师不同，尼克主张让学生们保留自己的个性和思想，自由的发展。在和尼克相处的日子里，伊夏和尼克都慢慢的成熟了起来。,为什么一定要成为全才，为什么一定要有出息，不会拼写有什么关系，不会系鞋带又有什么关系，你懂得什么是想象，你能画出美丽的池塘夜色吗。要相信每个人都有别人无法超越的那一面，可悲的不是有其他方面表现的比别人差，而是有些人一辈子都发现不了自己最闪光的那一面。喜欢最后一幕ishaan奔向nikumbh，脸上泛着喜悦与自信的光芒。/与《三个傻瓜》的理念同出一辙，视觉创意细节令人惊艳。大框架未能免俗，但对待更广大的社会问题态度自信从容。另：印度电影可真长！/相比起如此优秀的电影好莱坞现在的大部分片简直是biggestjokeever,,
本杰明·巴顿奇事,The Curious Case of Benjamin Button,2008/12/25,8.8,第81届奥斯卡金像奖-最佳影片(提名)/第66届金球奖-电影类 最佳剧情片(提名)/第18届MTV电影奖-MTV电影奖 最佳女演员(提名), 美国,剧情/爱情/奇幻,大卫·芬奇,凯特·布兰切特/布拉德·皮特/朱莉娅·奥蒙德/芳妮·A·钱勃丝, 英语 / 俄语 / 法语,飓风正在侵袭美国新奥尔良，一位病危的老妇睁开了她的睡眼。老妇名叫戴茜（凯特·布兰切特饰），她叫女儿凯若琳（朱莉娅·奥蒙德饰）为她阅读一本日记。这本日记的作者叫本杰明·巴顿（布拉德·皮特饰）。本杰明出生在第一次世界大战停战之时，但生来便像个老人的他被父亲当作怪物，被遗弃在了养老院。本杰明在养老院与老人们一起生活。但谁都没有想到，本杰明逆向发育——越活越年轻！也许“越活越年轻”是某些人的梦想，但真正这样成长的本杰明却有了别人无法理解的烦恼与快乐。穿越半世纪的世界变革，本杰明身处其中，感受别人感受不到的感受。为何母亲会让自己念这本日记？本杰明·巴顿此人与母亲有什么关系？凯若琳陷入了深深的疑惑与好奇之中。,有种莫名的伤感。我们总会失去所爱之人，要不，怎么会感到他们有多重要呢。/你前进，我倒退，我们爱对方整整一个曾经。/当他变成一个孩子，他开始迷惑，“我好似已经经历了一生。”他曾经的衰老，曾经的爱恋，曾经的年华，到了某一刻，只能轻轻放手，顺服地走向死亡。,,
教父3,The Godfather: Part III,1990/12/25,8.8,第63届奥斯卡金像奖-最佳影片(提名)/第63届奥斯卡金像奖-最佳导演(提名)/第63届奥斯卡金像奖-最佳男配角(提名), 美国,剧情/犯罪,弗朗西斯·福特·科波拉,阿尔·帕西诺/黛安·基顿/塔莉娅·夏尔/安迪·加西亚, 英语 / 意大利语 / 德语 / 拉丁语,转眼间已经是1979年，第二代教父麦克·柯里昂（阿尔·帕西诺饰）到了垂暮之年，为了灵魂的救赎，麦克慢慢结束家族的黑道事业，转投正当生意。麦克的儿子托尼酷爱艺术，无意接手家族事业，迈克尔决定让大哥逊尼的私生子，火爆好色的文森（安迪·加西亚饰）继承家业，当第三代教父。麦克的爱女玛丽（索菲娅·科波拉饰）和文森相恋，遭到父亲的反对，父女渐渐疏远。为了使家族资产合法化，麦克通过在梵蒂冈教廷的关系网，准备投资“屹立”集团，却遭到敌人的暗中阻挠，教皇的去世也让事情更加扑朔迷离。麦克无奈之下，只能重新选择用暴力解决问题，他的亲人也被卷入了这场血雨腥风。,"看到最后要哭死了，可能因为总算有终了，这是教父系列我最喜欢的一部。另外想问问索菲亚小姐，您演技差也没关系但是没见过人死吗。。。。要不是帕西诺在嚎啕就完全没泪点了。/""Allthepoweronfaithcan'tchangedestiny.""任何信念的力量，都无法改变命运。人们觉得第三部不好的原因只是我们不愿接受故事的真实结局。/除了艾尔帕西诺谁也演不了教父！",,
布达佩斯大饭店,The Grand Budapest Hotel,2014/2/6,8.8,第87届奥斯卡金像奖-最佳影片(提名)/第64届柏林国际电影节-金熊奖 最佳影片(提名)/第72届金球奖-电影类 最佳音乐/喜剧片, 美国 / 德国 / 英国,剧情/喜剧/冒险,韦斯·安德森,拉尔夫·费因斯/托尼·雷沃罗利/艾德里安·布洛迪/威廉·达福, 英语 / 法语 / 德语,故事要从一位无名作家（裘德·洛JudeLaw饰）说起，为了专心创作，他来到了名为“布达佩斯”的饭店，在这里，作家遇见了饭店的主人穆斯塔法（F·莫里·亚伯拉罕F.MurrayAbraham饰），穆斯塔法邀请作家共进晚餐，席间，他向作家讲述了这座饱经风雨的大饭店的前世今生。饭店曾经的主人名叫古斯塔沃（拉尔夫·费因斯RalphFiennes饰），而年轻的穆斯塔法（托尼·雷沃罗利TonyRevolori饰）在当时不过是追随着他的一介小小门童。古斯塔沃为人正直，精明能干，在他的经营和组织之下，布达佩斯大饭店成为了当时首屈一指的度假胜地。古斯塔沃和年迈的D夫人（蒂尔达·斯文顿TildaSwinton饰）情投意合，D夫人去世后，在遗嘱中将一副价值连城的名画留给了古斯塔沃，这一举动惹恼了她的儿子迪米特里（阿德里安·布洛迪Adrie...(展开全部),《布达佩斯大饭店》，配得上太多赞美的词汇，但是电影最后的十几分钟，我内心感到了一股深刻却难以名状的悲伤，想了好久，也想不明白是为什么。走出电影院，感觉就像做了一场梦一样，似乎历历在目，却又难以言说。/故事并不怎么吸引人，完全靠导演的个人风格来博取毫无鉴别力观众的好评。/四重时空与讲述方式以及画幅的迷人结构【越靠近现在越狭窄间接】，主体故事全景描绘了欧洲战前文化褪色的最后辉煌【礼数，名画，家族】，作为见证者的Zero【移民】对依然消失的“精神家园欧洲”的怀旧感，以及对老电影的表演方式和镜头运用的模仿致敬，加上费因斯的精妙表演与卡司，安德森迈入大师门槛,,
黑客帝国,The Matrix,1999/3/31,8.8,第72届奥斯卡金像奖-最佳剪辑/第53届英国电影学院奖-电影奖 最佳摄影(提名)/第23届日本电影学院奖-最佳外语片(提名), 美国 / 澳大利亚,动作/科幻,莉莉·沃卓斯基,基努·里维斯/凯瑞-安·莫斯/劳伦斯·菲什伯恩/雨果·维文, 英语,不久的将来，网络黑客尼奥（基奴李维斯饰）对这个看似正常的现实世界产生了怀疑。他结识了黑客崔妮蒂（凯莉·安·摩丝饰），并见到了黑客组织的首领墨菲斯（劳伦斯·菲什伯恩饰）。墨菲斯告诉他，现实世界其实是由一个名叫“母体”的计算机人工智能系统控制，人们就像他们饲养的动物，没有自由和思想，而尼奥就是能够拯救人类的救世主。可是，救赎之路从来都不会一帆风顺，到底哪里才是真实的世界？如何才能打败那些超人一样的特勤？尼奥是不是人类的希望？这是黑客的帝国，程序和代码欢迎大家的到来。.,一部蕴含丰富哲理的科幻巨制，袁和平的动作指导将东方武学艺术推向全世界，尼奥躲子弹的镜头成为经典~~/真是沧海桑田：那时候基努-里维斯还是清瘦小嫩肉，沃卓斯基姐弟还是沃卓斯基兄弟，诺基亚还是业界老大。/划时代的作品，KeanuReeves成名之作。作为奠基之作，无论是故事内容，还是电影的表现手法，都十分出众。而作为商业科幻片又蕴含丰富的哲理，带来的是视觉与心灵的双重冲击。只可惜结尾为续集的铺垫而略微显得狗血。★★★★☆,,
致命魔术,The Prestige,2006/10/20,8.8,第79届奥斯卡金像奖-最佳摄影(提名)/第79届奥斯卡金像奖-最佳艺术指导(提名), 美国 / 英国,剧情/悬疑/惊悚,克里斯托弗·诺兰,休·杰克曼/克里斯蒂安·贝尔/迈克尔·凯恩/丽贝卡·豪尔, 英语,19世纪末，人们对科学文明还不是认识得太过清楚，于是，安吉尔（休·杰克曼HughJackman饰）和伯登（克里斯蒂安·贝尔ChristianBale饰）的魔术，成为了伦敦城内的神奇人物。安吉尔出身贵族，魔术手段华丽丰富，是富人圈子里的表演常客。而伯登即使出身平平，争强好胜的心智和充满创造力的魔术技巧，却也令他有了名气。两人自小本是要好的伙伴，然而，现在魔术界二人各有领地，并且都有野心想成为音乐大厅里的顶级魔术师，一番明争暗斗如箭在弦上。伯登掌握了精彩的分身术，叫座又叫好。而安吉尔见情势不妙，搬来科学家助阵——他发明的交流电有无穷魔力，保证让观众目瞪口呆。二人出招接招，一来一往，争斗在剧烈升级，友谊和道德都被抛诸脑后，一场血案在悄悄酝酿。,一种叫做牛逼的感脚淋漓尽致。/第二遍才发现其实那个小男孩说小鸟的时候已经道出了玄机撒~撒~/牛逼的导演用的是情节去告诉人细节，而不是台词咱普通人也是一样想牛逼就要做到这种境界不说话同样让人佩服的要死!!!,,
第六感,The Sixth Sense,1999/8/6,8.8,第72届奥斯卡金像奖-最佳影片(提名)/第56届戛纳电影节-DVD Design Award/第53届英国电影学院奖-电影奖 最佳影片(提名), 美国,剧情/悬疑/惊悚,M·奈特·沙马兰,布鲁斯·威利斯/海利·乔·奥斯蒙/托妮·科莱特/奥莉维亚·威廉姆斯, 英语 / 拉丁语 / 西班牙语,麦克（布鲁斯·威利斯饰）是著名儿童心理学家，却也有始终未能治愈的患者，甚至因此遭到枪击，这名少年随后也饮枪自毙。这给麦克带来很大心理阴影，一年后他找到另一个症状很像这名患者的男孩柯尔（海利·乔·奥斯蒙饰），并耐心的做起了他的医生。柯尔并不容易接近，但麦克还是慢慢赢得了他的信任，得知了柯尔的秘密。原来柯尔有着灵异的第六感，可以看到鬼魂。虽然这令人感到难以置信，但麦克在证实了事情的真相后还是帮助柯尔接受了这个事实。可是就在问题即将得到解决的时候，麦克却在柯尔的引导下，发现了一个更令人震惊的秘密……,操，看之前让人给剧透了/这小孩太正了！/最意外的结局，只有电影能够很好地表达。其中较恐怖的镜头大概是床下看到鬼娃...最悲的画面是布鲁斯威利斯发现自己背上都是血，原来是只看到了自己想看到的，在无意中反而帮助了那个有鬼眼的孩子。个人觉得比《小岛惊魂》要好，但是那是基德曼演的，也有加分了。算一个类型吧,,
玩具总动员3,Toy Story 3,2010/6/16,8.8,第83届奥斯卡金像奖-最佳影片(提名)/第68届金球奖-电影类 最佳动画长片/第34届日本电影学院奖-最佳外语片(提名), 美国,喜剧/动画/奇幻/冒险,李·昂克里奇,汤姆·汉克斯/蒂姆·艾伦/琼·库萨克/尼德·巴蒂, 英语 / 西班牙语,距上一次的冒险已经过去11个年头，转眼间安迪（约翰·莫里斯JohnMorris配音）变成了17岁的阳光男孩。这年夏天，安迪即将开始大学生活，他必须将自己的房间收拾整齐留给妹妹。此前，伍迪（汤姆·汉克斯TomHanks配音）与巴斯光年（蒂姆·艾伦TimAllen配音）等玩具一直期待安迪再和他们玩耍，但是随着岁月的流逝，他们被冷落在箱子里很久了。安迪十分珍惜这些童年的玩伴，于是准备将他们收在阁楼。谁曾想，妈妈却把玩具们当作废物扔到街道上。玩具们误解了安迪，于是愤然出走，宁可被捐赠到阳光之家幼儿园。伍迪尽力劝解大家，却收效甚微，只得独自黯然离开。巴斯光年他们原本以为将重新回到往昔的快乐时光，不料却陷入一场阴谋之中……,"闪耀着万丈光芒的又一动画杰作。每一处笑点都能轻易抓到，让我就像是回到了15年前，开心到得意忘形。最后一场戏动人程度堪比UP的""marriedlife""!/它对于我已经不仅仅是一部电影那么简单，而是代表了对于童年时代的记忆与怀念，整个电影院从头到尾笑声不断，但我相信，更多人会被影片的后半段打动，相信看过前两部的人都会很感慨。★★★★☆/感觉很平淡呀，难道童心离我而去了吗？no...另外，3D效果不如驯龙高手。",,
V字仇杀队,V for Vendetta,2005/12/11,8.8,暂无, 美国 / 英国 / 德国,剧情/动作/科幻/惊悚,詹姆斯·麦克特格,娜塔莉·波特曼/雨果·维文/斯蒂芬·瑞/斯蒂芬·弗雷, 英语,未来的英国社会处于极权统治的高压下，不能容许同性恋者、异教徒等社会角色的存在，人民在黑暗政权下苟延残喘。这晚，年轻女子艾薇（娜塔丽·波特曼NataliePortman饰）身陷险境，幸得V（雨果·维文HugoWeaving饰）相助。V是一个永远带着面具的神秘男子，拥有高智商和超凡战斗力。V继承了前革命英雄的使命，为了推翻荒唐极权的统治阶层，他成立了神秘的地下组织，摧毁了伦敦的标志性建筑，点燃了反政府的熊熊烈火。艾薇和V深入接触，不仅得知了V的神秘使命，还渐渐发现原来自己的身世，注定了自己和V是同一条阵线的人。,居然是美国的……哎呀呀，感触挺深的，力荐！你知道，在中国，这片子值得放一百遍/乔治奥威尔灵魂附体，1984诈尸还乡/一个无政府主义者的非意外死亡,,
魂断蓝桥,Waterloo Bridge,1940/5/17,8.8,第13届奥斯卡金像奖-黑白片最佳摄影(提名)/第13届奥斯卡金像奖-最佳原创配乐(提名), 美国,剧情/爱情/战争,茂文·勒鲁瓦,费雯·丽/罗伯特·泰勒/露塞尔·沃特森/弗吉尼亚·菲尔德, 英语,第一次世界大战期间，回国度假的陆军中尉罗伊（罗伯特·泰勒）在滑铁卢桥上邂逅了舞蹈演员玛拉（费雯·丽），两人彼此倾心，爱情迅速升温。就在两人决定结婚之时，罗伊应招回营地，两人被迫分离。由于错过剧团演出，玛拉被开除，只能和好友相依为命。不久玛拉得知罗伊阵亡的消息，几欲崩溃，备受打击。失去爱情的玛拉感到一切都失去了意义，为了生存，她和好友不得不沦为妓女。然而命运弄人，就在此时玛拉竟然再次遇到了罗伊。虽然为罗伊的生还兴奋不已，玛拉却因自己的失身陷入痛苦之中。感到一切难以挽回的玛拉潸然离开，独自来到两人最初相遇的地点——滑铁卢桥上…,经典！只是一切已经走不出《乱世佳人》的影子了~~/山盟海誓玉人憔悴月缺花残终天长恨/一对璧人。彩色版的费雯丽美若天仙。,,
入殓师,おくりびと,2008/9/13,8.8,第81届奥斯卡金像奖-最佳外语片/第29届香港电影金像奖-最佳亚洲电影/第32届日本电影学院奖-最佳影片, 日本,剧情,泷田洋二郎,本木雅弘/广末凉子/山崎努/吉行和子, 日语,买了昂贵的大提琴，想要成就一番事业的小林大悟（本木雅弘饰），经历了4个月的管弦乐演奏，得到的却是“乐团解散”的噩耗与购买乐器的高昂债务。迫不得已，大悟与妻子美香（广末凉子饰）搬到老屋，过着清贫的日子。某日，一则广告吸引了大悟的注意：NK代理公司，帮助旅行，高薪短工时。大悟来到NK代理公司面试，社长佐佐木生荣（山崎努饰）二话不说就决定聘用大悟，但却对工作内容避而不谈。在大悟的再三追问下，佐佐木社长终于道明：是入殓（日语NouKan）工作！虽然心理上有所忌惮，高额的薪水还是令大悟接受了这份工作。但这样的工作对普通人谈何容易，一方面对遗体的不适，一方面又要对妻友隐瞒自己的工作，小林大悟不平凡的工作就这样开始了。,剧情编排、台词及表演均过于刻意，看到某个伏笔马上就能知道后招（澡堂老板娘，石头，鸡，怀孕，父亲，各样的误解与释怀）几乎感动不到人...因为前段看过验尸官记录片的缘故，设定上也没能打动我。广末凉子很萌很贴心，让人觉得有这样的妻子太幸福了.西施乳真有那么好吃么？那个炸鸡看起来倒是不错/草野中木本拉奏提琴的容色有忧郁的神采.每一道程序日本人一贯的谨慎严肃和精微.对于逝去的人没有比这更好的尊重了.死亡并非代表一切终止了好的人生是一个自省的过程.于是才有谅解释怀充满了怜恤与爱的感情.感动由是草野上徜徉的音乐，飞起了生命的律动./温情美好着,,
幽灵公主,もののけ姫,1997/7/12,8.8,第21届日本电影学院奖-协会特别奖/第28届动画安妮奖-最佳导演(提名)/第22届报知映画赏-特别奖, 日本,动画/奇幻/冒险,宫崎骏,松田洋治/石田百合子/田中裕子/小林薰, 日语,为了拯救危难中的村民，阿斯达卡的右手中了凶煞神的诅咒。他卡只好离开亲人往西方流浪以寻找解除诅咒的方法。旅途中他遇到了由幻姬大人带领的穷苦村民在麒麟兽的森林里开采铁矿，提炼矿石。白狼神莫娜和她养大的人类女孩“幽灵公主”桑对幻姬恨之入骨，因为她们觉得幻姬带领众人破坏了森林。想帮助人类的阿斯达卡被桑深深吸引，他理解她，但为了帮助穷人又不得不和她作战。一次战斗中，阿斯达卡被麒麟兽所救，他的立场更加摇摆不定。这时，以疙瘩和尚为首的一群人来杀麒麟兽，幻姬以火枪击毙了麒麟，麒麟的头被疙瘩和尚抢走。愤怒的麒麟的灵魂为夺回自己的头，大肆破坏着森林。阿斯达卡和桑联手决定帮麒麟夺回头颅。,宫骑骏就是个生态环保大师啊。/史诗，叹为观止。可以想见它启迪了多少动画和电影！男主情绪层次的递进变化啊（他从头至尾的行为都很值得细细考究），树上的精灵们好可爱。多么让人心动的一个故事。【。。看了一个下午各种版本的阿凡达啊我】太好看了看哭了。/宫崎骏最好的作品，在内涵的深刻性、复杂性及广度上都超越《千与千寻》。久石让的交响乐恢弘苍凉，宛如天籁。片中角色都不是善恶分明的脸谱化形象。血肉横飞的黑暗场景与单纯可爱的小精灵形成鲜明对比。关于仇恨与宽恕，关于无尽的冲突，关于人与自然循环往复的角力，没有出路也要活下去。（9.5/10）,,
步履不停,歩いても 歩いても,2008/6/28,8.8,第32届日本电影学院奖-最佳女配角(提名)/第3届亚洲电影大奖-最佳导演/第33届报知映画赏-最佳女配角, 日本,剧情/家庭,是枝裕和,阿部宽/夏川结衣/江原由希子/高桥和也, 日语,“人生路上步履不停，为何总是慢一拍”。位于偏远小镇的横山一家，生活平静祥和。父亲恭平（原田芳雄饰）是业已退休的医生，却时时牵挂小镇诊所内的事务。长子纯平继承了父亲的事业，却在15年前为救落水儿童而溺水身亡。次子良多（阿部宽饰）与父亲意见相左，执意前往异地当起了绘画修复师。多年的打拼换来的却是失业，困顿的良多与带着孩子的由香里（夏川结衣饰）结婚，相互扶持，继续生活。又逢纯平的忌日，良多和姐姐千奈美（YOU饰）带着家人分别赶回家中。平静的横山家再次热闹起来……本片荣获2009年蓝丝带最佳导演奖和最佳女配角奖（树木希林）、2008年报知电影和2009年电影旬报最佳女配角（树木希林）、2009年每日电影奖最佳男主角（阿部宽）、2008年马塔布拉塔国际电影节评审团大奖和最佳影片。,我喜欢电影里的台词，真实不做作，却把这个家庭十几年隐藏的哀痛和矛盾表达的很清楚，最让人感动的莫过于倔老头子送走良多后那句像是自言自语般的，“下次来就是新年了吧”，父亲所特有的不动声色的爱啊～/夏至横山家，小津屋檐下，周围二三事，外婆炸玉米，攀折紫薇花，追逐黄蝴蝶。淡然疗心伤，四肢渐愈合。有了伴的路，步履停一停；牵了手的手，岁月不回头。/送走儿子后寡言的医生父亲念叨：“下次来的时候就是新年了。”与此同时儿子坐在远行的大巴上长舒一口气：“这次回家了新年之行总算可以省了。”转瞬下一个镜头就变成空的风景和儿子的画外音：三年后父亲死了。不多久母亲也走了，她最终也没坐上我买的车。这是日影特有的温情与残酷。玉米天妇罗。,,
